old_speaker_name,new_speaker_name
7960602d-a55a-42e6-ef04-08db5cba8704,hot-white-stairway-asparagus
fc9a1978-865e-49a8-0b8f-08dc12b452f6,hotel-maine-bulldog-alpha
c6e71eca-f17f-4a75-2653-08db322ca5c4,hotel-nineteen-mississippi-oscar
bcfc8320-b900-4d74-61a7-08dbaec8caff,hotel-pizza-happy-black
44b93712-ce43-4b72-b7d3-08dba97af433,hydrogen-hotel-jig-johnny
7797862e-0242-4c4e-3f62-08dc27b62080,hydrogen-island-island-october
ba81400d-8291-415a-15e5-08dc16a43af2,hydrogen-six-south-enemy
a7e2add7-b9f4-46e9-9873-08db8e06f7f8,idaho-july-charlie-cat
ad160303-51b7-4ed3-1166-08dba7fa5465,indigo-jig-ack-kilo
bd9c4f59-9245-4fae-9fe6-08db25c774fb,ink-earth-beer-shade
90c8f9c7-ee65-4178-c568-08dc27c1bd26,ink-nebraska-victor-tennis
cef21a18-cfb1-47cb-32dd-08dc57db575d,island-magazine-carpet-may
1d97f400-f70d-48da-6485-08db26850d18,johnny-chicken-ohio-don
7b641b5e-90da-4828-769f-08dc54a70eeb,juliet-charlie-fillet-jupiter
374ad5cf-710f-4147-450c-08dc42c84745,juliet-oscar-echo-eleven
d27d1dfb-909f-4c9f-a190-08dc11dcc589,juliet-virginia-pasta-spring
d7d0ae6d-9ca1-40f9-299b-08db848a8c45,july-arkansas-princess-kitten
603b47ab-b99f-47b0-8086-08db80053c20,jupiter-south-salami-two
2007718f-efef-4f5e-ab5c-08dc51b077c7,kentucky-arizona-river-georgia
5a96c15d-bbce-492a-117a-08dba7fa5465,kilo-asparagus-nebraska-berlin
23736436-53fa-46dc-6226-08db384abf34,kilo-eighteen-sink-steak
0cc37842-3e60-493d-eab6-08db5ebeefc6,king-lithium-alanine-blue
a29710b6-4f46-49e3-116f-08dba7fa5465,king-sierra-shade-sink
4b8aae89-754d-4c6e-f7da-08db65f35c8b,lemon-nitrogen-nine-washington
75a389c8-cae1-4e45-e828-08dbe0ac2304,lemon-nuts-alanine-autumn
5b52d5da-bf66-4309-a19c-08dc11dcc589,lemon-pip-oranges-helium
9d8d2260-dfe9-4384-e137-08dbe55910bb,leopard-california-may-hotel
f10f76ad-650c-4f1b-db5d-08db263bd57d,lima-harry-lemon-vegan
9954f9a7-b55a-4981-46c2-08db82273f48,lima-tennis-bacon-floor
6437b6d7-6381-4427-f1a5-08db41f4c88b,lithium-california-one-delta
d6d4e52a-87db-44b8-161d-08db89680dc1,lithium-yellow-alaska-nineteen
32ad7175-6db9-4e69-33a8-08db41d15341,louisiana-table-eleven-twelve
c35c82cd-4e97-4d47-1148-08db2b07b033,low-delaware-alaska-connecticut
6fa3f212-6a4f-4019-f06f-08db4b4fdcbb,low-network-muppet-friend
50836d2a-d25b-48bf-ecff-08dbe1995a23,march-one-orange-lithium
86d9ad40-470e-41b3-1262-08db48c83e2c,march-washington-sweet-dakota
9ec977d9-1c8f-4374-d6eb-08db42d02878,mars-bluebird-november-twelve
07b8fcab-237f-47f7-24e9-08db32506b53,mars-leopard-potato-item
d5fbd782-6354-4109-da7e-08dc75b20572,mexico-pip-black-ceiling
29446bcd-071b-4232-cf52-08dc36bdc819,michigan-angel-alpha-july
8b43e597-8fb8-4a84-9319-08db7b2bf57b,mirror-sweet-violet-steak
2b5e75af-0263-44fb-3a25-08dc5fadb5c5,mississippi-quebec-illinois-monkey
6ee7333a-ccb4-42f9-12aa-08db3e6e5021,missouri-football-fix-mars
438039aa-f477-405e-d25a-08db32115f35,missouri-tennis-island-purple
38bbecae-c73b-4791-f536-08db33311565,moon-delaware-oven-princess
65941f0e-4793-4142-808d-08dc28b09bf9,mountain-louisiana-river-north
82118252-9858-4410-19b9-08db2fb58edf,mountain-saturn-cold-pizza
a68ea94f-8194-49e5-3c84-08dc4b8edc60,muppet-michigan-shade-summer
a9000ee1-d751-43d8-9bd7-08db4d814b6e,music-lion-bluebird-steak
1fdc2f8c-7bcb-4063-3383-08db7f04fed4,neptune-papa-muppet-thirteen
c2b6a53e-a301-4105-072c-08db6bc3d3c4,network-quebec-apart-neptune
2f909f36-d59c-4ca4-5ab9-08db26ef62e1,nine-maine-crazy-green
3a67511d-bdb6-4e0b-0c46-08dbe9df9e4a,nineteen-ink-sweet-charlie
558c8b14-7e5a-45d4-6b84-08db40e65de5,north-speaker-fanta-lactose
e284430e-a76d-434a-e67a-08db2d6a5da8,north-spring-london-edward
09716de8-6f65-4a68-3769-08db63d00ed9,nuts-chicken-montana-kansas
d7ce7d5f-8c95-4569-cfa6-08db726500b4,oklahoma-victor-alanine-oklahoma
1e4a17d9-1d51-46e1-fb35-08db3b0245c7,orange-mango-ink-two
1b82ca80-115a-4348-43db-08dc13e54ff5,oranges-fix-cold-zulu
ecbe385b-1b5c-45aa-bc3c-08db7417355e,oranges-sad-carpet-violet
19544a94-6a1d-48a1-b199-08db2507e8b5,oven-south-thirteen-pasta
ecfe53e2-1780-4eab-6052-08dbc2f1ba22,oxygen-bluebird-muppet-pasta
3f9653f8-ffc8-44f6-10e6-08db6af1ce41,oxygen-king-seven-seventeen
3f26fe3d-9cab-4073-769a-08db451a0b36,pasta-april-october-illinois
e12d07cc-b73a-4c62-6ad8-08dbe30077ee,pip-pennsylvania-connecticut-mississippi
11e4aa43-fc83-46fb-dd25-08db782122ba,pizza-bacon-wyoming-ink
0298b0ec-4be0-4ed6-83ba-08db78b5561a,pizza-lima-fourteen-iowa
2272219d-dbc0-49ee-4408-08db797e52e3,pizza-robin-charlie-blossom
8a2785b4-c2d4-4561-33a8-08dc856a35ea,pluto-blue-six-east
a1dec06a-a466-4786-b587-08dc5e199653,pluto-july-california-maryland
305f56d6-2f54-4a1f-6957-08dbe84eccc1,princess-carbon-quiet-delta
c1fb56dd-977d-44a2-d2be-08db4723ec09,princess-potato-triple-thirteen
6a81e17f-fb8f-4289-1e2c-08dbe1ed2b7f,princess-washington-failed-bluebird
d72b0a76-9782-4404-3a1a-08dc5fadb5c5,purple-friend-social-xray
0f397840-4dca-486d-5143-08dba881aa8d,purple-mobile-london-carbon
a49aba71-22f9-4377-8b31-08dc44f243ab,quiet-gee-tennessee-foxtrot
66018674-5b03-4623-1188-08dba7fa5465,river-april-don-michigan
625d8b11-cce4-4876-010d-08db2c67da8b,robert-oxygen-bluebird-fruit
d59c9675-314c-4e81-1f68-08db3dcbbd09,romeo-robin-edward-carolina
e1445001-72f7-46eb-0f80-08db40377d80,rugby-hydrogen-cola-two
1efde431-6c53-4fcc-1162-08db2577509f,saturn-violet-thirteen-vegan
3d53af79-4abd-4370-df83-08db5c991d99,shade-december-edward-crazy
e8c8369b-9093-4547-d891-08db4be65c62,sierra-lion-freddie-enemy
662ad6f3-d8fe-4bf5-d939-08db465e8b8a,single-undress-oregon-pasta
59b47aea-1709-4559-aa22-08db7f28d1f2,six-enemy-november-red
468955f5-481a-4220-8744-08db55811628,skylark-shade-ceiling-social
7b0f16fa-2404-4335-07ac-08dbaed83b41,skylark-stairway-papa-don
21d7dd89-eca0-4722-3a71-08dc183f4f57,skylark-washington-april-jupiter
e9594e84-3837-4c23-d3f1-08db43eacc94,snake-stream-shade-cat
fa9f4370-e85f-4629-0c4a-08db33bf801f,social-vermont-vermont-zebra
18103139-b813-48db-6ddb-08dc1b6d5dbc,sodium-louisiana-sweet-oranges
2b755f1e-f852-4da0-fd7f-08db4831e779,south-south-alabama-pip
eb90a6df-9b21-49bb-bb95-08db2f9d9555,spaghetti-river-vegan-shade
17fc5f44-e24f-4138-db5b-08db263bd57d,spring-cola-finch-texas
99fc8423-2c12-461b-62ac-08dbcc0db50c,tango-zulu-five-triple
268adcfd-a262-4bb2-d2c2-08db4723ec09,tennessee-music-ceiling-stairway
88219ed9-d7ba-4d3d-f94e-08dc1c2dd218,texas-bakerloo-two-vermont
6c868961-e917-42d4-632d-08dbaaf8a4b7,timing-delaware-idaho-video
65ceb5df-bc14-4a3d-ca67-08db7331a16c,vegan-pennsylvania-echo-missouri
3aa9d4f5-a530-4f63-33fe-08dbb7176ebb,venus-cup-asparagus-comet
53a684d5-d42f-49c3-dc90-08dbacb1d678,vermont-coffee-autumn-beryllium
4071d589-6395-4486-ab97-08db26923497,violet-potato-harry-missouri
b0ab3b58-fc9e-4f9b-87a9-08dc74e08a4e,washington-football-cola-paris
8cf6d8fc-57c1-4fc1-b734-08dc443ba3cc,washington-jupiter-idaho-uranus
f41ace9e-58d1-45d3-6fbb-08dc10671a10,west-steak-happy-high
435006a9-e960-46a2-8a60-08db31656635,west-triple-uniform-tennis
841b5954-25e9-4805-244a-08dc016f5033,whiskey-fix-fillet-washington
90231471-f333-4f3a-115e-08dba7fa5465,william-bacon-salami-romeo
9fb13376-b839-4cc4-2e66-08dc27684872,william-six-steak-undress
b6cd796c-433a-4387-bcd1-08db91c912c0,winner-west-massachusetts-carbon
4b05eff4-b30e-40e8-30ff-08db50c8319f,yellow-monkey-cup-uranus
511ea74b-4526-4237-a1d0-08dc11dcc589,zebra-nitrogen-robin-cat
abd640de-5589-4460-443e-08db780528b1,zebra-virginia-twelve-quiet
36819bf1-b6a8-4b73-2eca-08dc27684872,zulu-oxygen-nine-single
